id,algorithm,simulations,iterations,interswap,total_swap,states_visited,seed,file,burn_in,model,p,bf,theta,num_modes,temps_rf,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,start_state,reduc_constant,reduc_model,comments,Servers comments,
289,PT_A_IIT,1,,100,16000,2,910,,30000,bimodal,1000,sq,,,,1.385,1.309,1.238,1.172,1.111,1.054,1,0.952,0.906,0.863,0.822,0.785,0.75,,,,,,,,,,,,,,,,,,-1,0,never,Considering 235-241,,
290,PT_A_IIT,1,,100,16000,2,911,,30000,bimodal,1000,sq,,,,1.385,1.309,1.238,1.172,1.111,1.054,1,0.952,0.906,0.863,0.822,0.785,0.75,,,,,,,,,,,,,,,,,,-1,0,never,Considering 235-241,,
291,PT_A_IIT,1,,100,16000,2,912,,30000,bimodal,1000,sq,,,,1.385,1.309,1.238,1.172,1.111,1.054,1,0.952,0.906,0.863,0.822,0.785,0.75,,,,,,,,,,,,,,,,,,-1,0,never,Considering 235-241,"Run in 3hr,10Cores, 3GB ram",
292,PT_A_IIT,1,,100,16000,2,913,,30000,bimodal,1000,sq,,,,1.385,1.309,1.238,1.172,1.111,1.054,1,0.952,0.906,0.863,0.822,0.785,0.75,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 235-241,"Run in 2.5hr,10Cores, 3GB ram",Increase burnin 50% (10k) increase swaps 8k (100%)
293,PT_A_IIT,1,,100,16000,2,914,,30000,bimodal,1000,sq,,,,1.385,1.309,1.238,1.172,1.111,1.054,1,0.952,0.906,0.863,0.822,0.785,0.75,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 235-241,"Run in 2.5hr,10Cores, 3GB ram",
294,PT_A_IIT,1,,100,16000,2,915,,30000,bimodal,1000,sq,,,,1.385,1.309,1.238,1.172,1.111,1.054,1,0.952,0.906,0.863,0.822,0.785,0.75,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 235-241,"Run in 2.5hr,10Cores, 3GB ram",
295,PT_A_IIT,1,,100,16000,2,916,,30000,bimodal,1000,sq,,,,1.385,1.309,1.238,1.172,1.111,1.054,1,0.952,0.906,0.863,0.822,0.785,0.75,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 235-241,"Run in 2.5hr,10Cores, 3GB ram",
296,PT_A_IIT,1,,100,16000,2,917,,30000,bimodal,1000,sq,,,,1.385,1.309,1.238,1.172,1.111,1.054,1,0.952,0.906,0.863,0.822,0.785,0.75,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 235-241,,
297,PT_A_IIT,1,,100,16000,2,918,,30000,bimodal,1000,sq,,,,1.385,1.309,1.238,1.172,1.111,1.054,1,0.952,0.906,0.863,0.822,0.785,0.75,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 235-241,,
298,PT_A_IIT,1,,100,16000,2,919,,30000,bimodal,1000,sq,,,,1.385,1.309,1.238,1.172,1.111,1.054,1,0.952,0.906,0.863,0.822,0.785,0.75,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 235-241,,
299,PT_A_IIT,1,,100,16000,2,920,,30000,bimodal,1000,sq,,,,1.385,1.309,1.238,1.172,1.111,1.054,1,0.952,0.906,0.863,0.822,0.785,0.75,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 235-241,,
300,PT_A_IIT,1,,100,16000,2,921,,30000,bimodal,1000,sq,,,,1.385,1.309,1.238,1.172,1.111,1.054,1,0.952,0.906,0.863,0.822,0.785,0.75,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 235-241,,
301,PT_A_IIT,1,,100,16000,2,922,,30000,bimodal,1000,sq,,,,1.385,1.309,1.238,1.172,1.111,1.054,1,0.952,0.906,0.863,0.822,0.785,0.75,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 235-241,"Run in 2.5hr,10Cores, 3GB ram",
302,PT_IIT_Z,1,1000000,50,,2,923,,20000,bimodal,800,sq,,,,1,0.915,0.837,0.766,0.701,0.641,0.585,,,,,,,,,,,,,,,,,,,,,,,,,,,"Considering 242-251, eliminating temperatures higher than 1","Run in 4hr,10Cores, 2GB ram","Changes: Delete 6 of 13 temperatures, increase iterations (+100%)"
303,PT_IIT_Z,1,1000000,50,,2,924,,20000,bimodal,800,sq,,,,1,0.915,0.837,0.766,0.701,0.641,0.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT_IIT_Z,1,1000000,50,,2,925,,20000,bimodal,800,sq,,,,1,0.915,0.837,0.766,0.701,0.641,0.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT_IIT_Z,1,1000000,50,,2,926,,20000,bimodal,800,sq,,,,1,0.915,0.837,0.766,0.701,0.641,0.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT_IIT_Z,1,1000000,50,,2,927,,20000,bimodal,800,sq,,,,1,0.915,0.837,0.766,0.701,0.641,0.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT_IIT_Z,1,1000000,50,,2,928,,20000,bimodal,800,sq,,,,1,0.915,0.837,0.766,0.701,0.641,0.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT_IIT_Z,1,1000000,50,,2,929,,20000,bimodal,800,sq,,,,1,0.915,0.837,0.766,0.701,0.641,0.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT_IIT_Z,1,1000000,50,,2,930,,20000,bimodal,800,sq,,,,1,0.915,0.837,0.766,0.701,0.641,0.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT_IIT_Z,1,1000000,50,,2,931,,20000,bimodal,800,sq,,,,1,0.915,0.837,0.766,0.701,0.641,0.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT_IIT_Z,1,1000000,50,,2,932,,20000,bimodal,800,sq,,,,1,0.915,0.837,0.766,0.701,0.641,0.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT_A_IIT,1,,100,30000,2,933,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 252-261,"Run in 1.5hr, 3GB ram, 10 Cores","Delete 4 of 11 temperatures, duplicate total swaps"
313,PT_A_IIT,1,,100,30000,2,934,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 252-261,,
314,PT_A_IIT,1,,100,30000,2,935,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 252-261,,
315,PT_A_IIT,1,,100,30000,2,936,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 252-261,,
316,PT_A_IIT,1,,100,30000,2,937,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 252-261,,
317,PT_A_IIT,1,,100,30000,2,938,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 252-261,,
318,PT_A_IIT,1,,100,30000,2,939,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 252-261,,
319,PT_A_IIT,1,,100,30000,2,940,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 252-261,,
320,PT_A_IIT,1,,100,30000,2,941,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 252-261,,
321,PT_A_IIT,1,,100,30000,2,942,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 252-261,,
322,PT_A_IIT,1,,100,30000,2,943,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 262-271,"Run in 1hr, 2GB ram, 1","Changes: delete 4 of 11 temperatures, triplicate swaps"
323,PT_A_IIT,1,,100,30000,2,944,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 262-271,,
324,PT_A_IIT,1,,100,30000,2,945,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 262-271,,
325,PT_A_IIT,1,,100,30000,2,946,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 262-271,,
326,PT_A_IIT,1,,100,30000,2,947,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 262-271,,
327,PT_A_IIT,1,,100,30000,2,948,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 262-271,,
328,PT_A_IIT,1,,100,30000,2,949,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 262-271,,
329,PT_A_IIT,1,,100,30000,2,950,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 262-271,,
330,PT_A_IIT,1,,100,30000,2,951,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 262-271,,
331,PT_A_IIT,1,,100,30000,2,952,,20000,bimodal,800,sq,,,,1,0.951,0.918,0.881,0.846,0.812,0.78,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 262-271,,
332,PT_IIT_Z,1,1200000,50,,2,953,,25000,bimodal,1000,sq,,,,1,0.92,0.851,0.787,0.728,0.673,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,Considering 272-281,"Run in 8hr,10Cores, 2GB ram",duplicate iterations delete 6 temperatures of 13
333,PT_IIT_Z,1,1200000,50,,2,954,,25000,bimodal,1000,sq,,,,1,0.92,0.851,0.787,0.728,0.673,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,Considering 272-281,,
334,PT_IIT_Z,1,1200000,50,,2,955,,25000,bimodal,1000,sq,,,,1,0.92,0.851,0.787,0.728,0.673,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,Considering 272-281,,
335,PT_IIT_Z,1,1200000,50,,2,956,,25000,bimodal,1000,sq,,,,1,0.92,0.851,0.787,0.728,0.673,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,Considering 272-281,,
336,PT_IIT_Z,1,1200000,50,,2,957,,25000,bimodal,1000,sq,,,,1,0.92,0.851,0.787,0.728,0.673,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,Considering 272-281,,
337,PT_IIT_Z,1,1200000,50,,2,958,,25000,bimodal,1000,sq,,,,1,0.92,0.851,0.787,0.728,0.673,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,Considering 272-281,,
338,PT_IIT_Z,1,1200000,50,,2,959,,25000,bimodal,1000,sq,,,,1,0.92,0.851,0.787,0.728,0.673,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,Considering 272-281,,
339,PT_IIT_Z,1,1200000,50,,2,960,,25000,bimodal,1000,sq,,,,1,0.92,0.851,0.787,0.728,0.673,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,Considering 272-281,,
340,PT_IIT_Z,1,1200000,50,,2,961,,25000,bimodal,1000,sq,,,,1,0.92,0.851,0.787,0.728,0.673,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,Considering 272-281,,
341,PT_IIT_Z,1,1200000,50,,2,962,,25000,bimodal,1000,sq,,,,1,0.92,0.851,0.787,0.728,0.673,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,Considering 272-281,,
342,PT_A_IIT,1,,100,32000,2,963,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 282-291,"Run in 3hr,10Cores, 3GB ram","Duplicate total swaps, delete 6 of 13 temperatures"
343,PT_A_IIT,1,,100,32000,2,964,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 282-291,,
344,PT_A_IIT,1,,100,32000,2,965,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 282-291,,
345,PT_A_IIT,1,,100,32000,2,966,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 282-291,,
346,PT_A_IIT,1,,100,32000,2,967,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 282-291,,
347,PT_A_IIT,1,,100,32000,2,968,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 282-291,,
348,PT_A_IIT,1,,100,32000,2,969,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 282-291,,
349,PT_A_IIT,1,,100,32000,2,970,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 282-291,,
350,PT_A_IIT,1,,100,32000,2,971,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 282-291,,
351,PT_A_IIT,1,,100,32000,2,972,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,never,Considering 282-291,,
352,PT_A_IIT,1,,100,32000,2,973,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 292-301,"Run in 2.5hr,10Cores, 3GB ram","Duplicate total swaps, delete 6 of 13 temperatures"
353,PT_A_IIT,1,,100,32000,2,974,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 292-301,,
354,PT_A_IIT,1,,100,32000,2,975,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 292-301,,
355,PT_A_IIT,1,,100,32000,2,976,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 292-301,,
356,PT_A_IIT,1,,100,32000,2,977,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 292-301,,
357,PT_A_IIT,1,,100,32000,2,978,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 292-301,,
358,PT_A_IIT,1,,100,32000,2,979,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 292-301,,
359,PT_A_IIT,1,,100,32000,2,980,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 292-301,,
360,PT_A_IIT,1,,100,32000,2,981,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 292-301,,
361,PT_A_IIT,1,,100,32000,2,982,,30000,bimodal,1000,sq,,,,1,0.952,0.906,0.863,0.822,0.785,0.749,,,,,,,,,,,,,,,,,,,,,,,,-1,0,zero,Considering 292-301,,
362,PT_IIT_Z,1,1500000,50,,2,983,,1000,bimodal,1000,sq,,,,1.60616590748202,1.455741504925,1.319405,1.195837,1.092478,1,0.917675,0.846553,0.78432,,,,,,,,,,,,,,,,,,,,,,,,,Run in Beluga 56485316,"Run in 3hr, 20 Cores, 1GB ram",
363,PT_IIT_Z,1,1500000,50,,2,984,,1000,bimodal,1000,sq,,,,1.60616590748202,1.455741504925,1.319405,1.195837,1.092478,1,0.917675,0.846553,0.78432,,,,,,,,,,,,,,,,,,,,,,,,,Run in Beluga 56485316,"Run in 3hr, 20 Cores, 1GB ram",
364,PT_IIT_Z,1,1500000,50,,2,985,,1000,bimodal,1000,sq,,,,1.60616590748202,1.455741504925,1.319405,1.195837,1.092478,1,0.917675,0.846553,0.78432,,,,,,,,,,,,,,,,,,,,,,,,,Run in Beluga 56485316,"Run in 3hr, 20 Cores, 1GB ram",
365,PT_IIT_Z,1,1500000,50,,2,986,,1000,bimodal,1000,sq,,,,1.60616590748202,1.455741504925,1.319405,1.195837,1.092478,1,0.917675,0.846553,0.78432,,,,,,,,,,,,,,,,,,,,,,,,,Run in Beluga 56485316,"Run in 3hr, 20 Cores, 1GB ram",
366,PT_IIT_Z,1,1500000,50,,2,987,,1000,bimodal,1000,sq,,,,1.60616590748202,1.455741504925,1.319405,1.195837,1.092478,1,0.917675,0.846553,0.78432,,,,,,,,,,,,,,,,,,,,,,,,,Run in Beluga 56485316,"Run in 3hr, 20 Cores, 1GB ram",
367,PT_IIT_Z,1,5000000,50,,2,988,,1000,bimodal,1000,sq,,,,1.63,1.47,1.31,1.194,1.091,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 6hr, 20 Cores, 1GB ram",
368,PT_IIT_Z,1,5000000,50,,2,989,,1000,bimodal,1000,sq,,,,1.63,1.47,1.31,1.194,1.091,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 6hr, 20 Cores, 1GB ram",
369,PT_IIT_Z,1,5000000,50,,2,990,,1000,bimodal,1000,sq,,,,1.63,1.47,1.31,1.194,1.091,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 6hr, 20 Cores, 1GB ram",
370,PT_IIT_Z,1,5000000,50,,2,991,,1000,bimodal,1000,sq,,,,1.63,1.47,1.31,1.194,1.091,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 6hr, 20 Cores, 1GB ram",
371,PT_IIT_Z,1,5000000,50,,2,992,,1000,bimodal,1000,sq,,,,1.63,1.47,1.31,1.194,1.091,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 6hr, 20 Cores, 1GB ram",
372,PT_IIT_Z,1,10000000,50,,2,993,,1000,bimodal,1000,sq,,,,1.633,1.463,1.308,1.192,1.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT_IIT_Z,1,10000000,50,,2,994,,1000,bimodal,1000,sq,,,,1.633,1.463,1.308,1.192,1.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT_IIT_Z,1,10000000,50,,2,995,,1000,bimodal,1000,sq,,,,1.633,1.463,1.308,1.192,1.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT_IIT_Z,1,10000000,50,,2,996,,1000,bimodal,1000,sq,,,,1.633,1.463,1.308,1.192,1.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT_IIT_Z,1,10000000,50,,2,997,,1000,bimodal,1000,sq,,,,1.633,1.463,1.308,1.192,1.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT_IIT_Z,1,10000000,100,,2,998,,1000,bimodal,1000,sq,,,,1.633,1.463,1.308,1.192,1.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT_IIT_Z,1,10000000,100,,2,999,,1000,bimodal,1000,sq,,,,1.633,1.463,1.308,1.192,1.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT_IIT_Z,1,10000000,100,,2,1000,,1000,bimodal,1000,sq,,,,1.633,1.463,1.308,1.192,1.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT_IIT_Z,1,10000000,100,,2,1001,,1000,bimodal,1000,sq,,,,1.633,1.463,1.308,1.192,1.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT_IIT_Z,1,10000000,100,,2,1002,,1000,bimodal,1000,sq,,,,1.633,1.463,1.308,1.192,1.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT_IIT_Z,1,10000000,150,,2,1003,,1000,bimodal,1000,sq,,,,1.633,1.463,1.308,1.192,1.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT_IIT_Z,1,10000000,150,,2,1004,,1000,bimodal,1000,sq,,,,1.633,1.463,1.308,1.192,1.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT_IIT_Z,1,10000000,150,,2,1005,,1000,bimodal,1000,sq,,,,1.633,1.463,1.308,1.192,1.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT_IIT_Z,1,10000000,150,,2,1006,,1000,bimodal,1000,sq,,,,1.633,1.463,1.308,1.192,1.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT_IIT_Z,1,10000000,150,,2,1007,,1000,bimodal,1000,sq,,,,1.633,1.463,1.308,1.192,1.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT_A_IIT,1,,300,60000,,1008,,10000,bimodal,1000,sq,,,,1.6,1.459,1.361,1.273,1.196,1.123,1.056,1,,,,,,,,,,,,,,,,,,,,,,,,,,Run in Beluga,"Run in 2hr, 10 Cores, 1Gb ram",
388,PT_A_IIT,1,,300,60000,,1009,,10000,bimodal,1000,sq,,,,1.6,1.459,1.361,1.273,1.196,1.123,1.056,1,,,,,,,,,,,,,,,,,,,,,,,,,,Run in Beluga,"Run in 2hr, 10 Cores, 1Gb ram",
389,PT_A_IIT,1,,300,60000,,1010,,10000,bimodal,1000,sq,,,,1.6,1.459,1.361,1.273,1.196,1.123,1.056,1,,,,,,,,,,,,,,,,,,,,,,,,,,Run in Beluga,"Run in 2hr, 10 Cores, 1Gb ram",
390,PT_A_IIT,1,,300,60000,,1011,,10000,bimodal,1000,sq,,,,1.6,1.459,1.361,1.273,1.196,1.123,1.056,1,,,,,,,,,,,,,,,,,,,,,,,,,,Run in Beluga,"Run in 2hr, 10 Cores, 1Gb ram",
391,PT_A_IIT,1,,300,60000,,1012,,10000,bimodal,1000,sq,,,,1.6,1.459,1.361,1.273,1.196,1.123,1.056,1,,,,,,,,,,,,,,,,,,,,,,,,,,Run in Beluga,"Run in 2hr, 10 Cores, 1Gb ram",
392,PT_A_IIT,1,,300,100000,,1013,,10000,bimodal,1000,sq,,,,1.575,1.448,1.351,1.267,1.191,1.119,1.054,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
393,PT_A_IIT,1,,300,100000,,1014,,10000,bimodal,1000,sq,,,,1.575,1.448,1.351,1.267,1.191,1.119,1.054,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
394,PT_A_IIT,1,,300,100000,,1015,,10000,bimodal,1000,sq,,,,1.575,1.448,1.351,1.267,1.191,1.119,1.054,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
395,PT_A_IIT,1,,300,100000,,1016,,10000,bimodal,1000,sq,,,,1.575,1.448,1.351,1.267,1.191,1.119,1.054,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
396,PT_A_IIT,1,,300,100000,,1017,,10000,bimodal,1000,sq,,,,1.575,1.448,1.351,1.267,1.191,1.119,1.054,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
397,PT_IIT_Z,1,15000,100,,2,1,,3000,bimodal,1000,sq,,,,1.66,1.48,1.32,1.185,1.088,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT_IIT_Z,1,15000,100,,2,2,,3000,bimodal,1000,sq,,,,1.66,1.48,1.32,1.185,1.088,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT_IIT_Z,1,15000,100,,2,3,,3000,bimodal,1000,sq,,,,1.66,1.48,1.32,1.185,1.088,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT_IIT_Z,1,15000,100,,2,4,,3000,bimodal,1000,sq,,,,1.66,1.48,1.32,1.185,1.088,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT_IIT_Z,1,15000,100,,2,401,,3000,bimodal,1000,sq,,,,1.62,1.5,1.295,1.184,1.088,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT_IIT_Z,1,15000,100,,2,402,,3000,bimodal,1000,sq,,,,1.62,1.5,1.295,1.184,1.088,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT_IIT_Z,1,15000,100,,2,403,,3000,bimodal,1000,sq,,,,1.62,1.5,1.295,1.184,1.088,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT_IIT_Z,1,15000,100,,2,404,,3000,bimodal,1000,sq,,,,1.62,1.5,1.295,1.184,1.088,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT_IIT_Z,1,15000,100,,2,123,,3000,bimodal,1000,sq,,,,1.6,1.433,1.297,1.184,1.087,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT_IIT_Z,1,15000,100,,2,124,,3000,bimodal,1000,sq,,,,1.6,1.433,1.297,1.184,1.087,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
407,PT_IIT_Z,1,15000,100,,2,125,,3000,bimodal,1000,sq,,,,1.6,1.433,1.297,1.184,1.087,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
408,PT_IIT_Z,1,15000,100,,2,126,,3000,bimodal,1000,sq,,,,1.6,1.433,1.297,1.184,1.087,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
409,PT_IIT_Z,1,15000,100,,2,127,,3000,bimodal,1000,sq,,,,1.6,1.433,1.297,1.184,1.087,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
410,PT_IIT_Z,1,15000,100,,2,128,,3000,bimodal,1000,sq,,,,1.6,1.433,1.297,1.184,1.087,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
